STORE_NUM,CHEMICAL__,AKA1,AKA2,CLS,RPT_CDE,RPT_UNIT,MCL,NL,TRIGGER_AM,DLR,RPHL,CHEM_SORT_,PS
B-NEG,NEGATIVE BASE/NEUTRAL & ACID ANALYSIS,,,B,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE BASE/NEUTRAL & ACID A,
P-NEG,NEGATIVE PURGEABLE ORGANIC ANALYSIS,,,P,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE PURGEABLE ORGANIC ANA,
THMN,"NEGATIVE TRIHALOMETHANES (501.1,501.2,&501.3)",,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NEGATIVE TRIHALOMETHANES (501.,
01067,NICKEL,,,T,IO,UG/L,100.00000,0.00000,100.00000,10.00000,0.00000,NICKEL,
00618,NITRATE (AS N),,,T,IO,MG/L,10.00000,0.00000,5.00000,0.40000,10.00000,NITRATE (AS N),P
71850,NITRATE (AS NO3),,,T,IO,MG/L,45.00000,0.00000,23.00000,2.00000,45.00000,NITRATE (AS NO3),
A-029,NITRATE + NITRITE (AS N),,,T,IO,MG/L,10.00000,0.00000,5.00000,0.40000,0.00000,NITRATE + NITRITE (AS N),P
00620,NITRITE (AS N),,,T,IO,MG/L,1.00000,0.00000,0.00000,0.40000,0.00000,NITRITE (AS N),P
34447,NITROBENZENE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NITROBENZENE,
81303,NITROFEN,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NITROFEN,
78200,N-NITROSODIETHYLAMINE (NDEA),NDEA,,NL,XX,UG/L,0.00000,0.01000,0.00000,0.00000,0.00000,N-NITROSODIETHYLAMINE (NDEA),
34438,N-NITROSODIMETHYLAMINE (NDMA),NDMA,,NL,XX,UG/L,0.00000,0.01000,0.00000,0.00000,0.00000,N-NITROSODIMETHYLAMINE (NDMA),
78207,N-NITROSODI-N-BUTYLAMINE (NDBA),NDBA,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-NITROSODI-N-BUTYLAMINE,
34428,N-NITROSODI-N-PROPYLAMINE (NDPA),NDPA,,NL,XX,UG/L,0.00000,0.01000,0.00000,0.00000,0.00000,N-NITROSODI-N-PROPYLAMINE,
34433,N-NITROSODIPHENYLAMINE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-NITROSODIPHENYLAMINE,
A-070,N-NITROSOMETHYLETHYLAMINE (NMEA),NMEA,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-NITROSOMETHYLETHYLAMINE,
73617,N-NITROSOMORPHOLINE (NMOR),NMOR,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-NITROSOMORPHOLINE (NMOR),
73283,N-NITROSOPIPERIDINE (NPIP),NPIP,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-NITROSOPIPERIDINE (NPIP),
78206,N-NITROSOPYRROLIDINE (NPYR),NPYR,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-NITROSOPYRROLIDINE (NPYR),
78116,N-OCTACOSANE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,N-OCTACOSANE,
77822,NONADECANE (N),,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NONADECANE (N),
77745,NONYLPHENOL,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NONYLPHENOL,
A-054,NONYLPHENOL POLYETHOXYLATE(S),,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NONYLPHENOL POLYETHOXYLATE(S),
45606,NORTRON,ETHOFUMESATE,TRAMAT,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,NORTRON,
77224,N-PROPYLBENZENE (1-PHENYLPROPANE),1-PHENYLPROPANE,,NL,UB,UG/L,0.00000,260.00000,0.00000,0.50000,0.00000,PHENYLPROPANE-1 (N-PROPYLBENZE,
A-055,OCTYLPHENOL,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,OCTYLPHENOL,
A-056,OCTYLPHENOL POLYETHOXYLATE(S),,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,OCTYLPHENOL POLYETHOXYLATE(S),
00086,ODOR THRESHOLD @ 60 C,,,T,GP,TON,3.00000,0.00000,3.00000,1.00000,0.00000,ODOR THRESHOLD @ 60 C,S
78884,ORYZALIN,SURFLAN,,A,XX,UG/L,0.00000,0.00000,0.00000,10.00000,0.00000,ORYZALIN,
39022,OVEX,DIFENSON,CHLORFENSON,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,OVEX,
38865,OXAMYL,VYDATE,,A,SOC,UG/L,50.00000,0.00000,20.00000,20.00000,0.00000,OXAMYL,P
77135,O-XYLENE,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.50000,1750.00000,O-XYLENE,
34453,PARACHLOROMETA CRESOL,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PARACHLOROMETA CRESOL,
82416,PARAQUAT,,,A,SS,UG/L,0.00000,0.00000,0.00000,20.00000,0.00000,PARAQUAT,
39540,PARATHION,,,A,XX,UG/L,0.00000,0.00000,40.00000,0.02000,0.00000,PARATHION,
34671,PCB-1016 (AS DECACHLOROBIPHENYL (DCB)),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1016,
39488,PCB-1221 (AS DCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1221,
39492,PCB-1232 (AS DCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1232,
39496,PCB-1242 (AS DCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1242,
39500,PCB-1248 (AS DCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1248,
39504,PCB-1254 (AS DCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1254,
39508,PCB-1260 (AS DCB),,,B,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,PCB-1260,
39029,PCNB,PENTACHLORONITROBENZENE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.10000,0.00000,PCNB,
82410,PENOXALIN,PROWL,PENDIMETHALIN,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PENOXALIN,
77793,PENTACHLOROBENZENE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PENTACHLOROBENZENE,
81501,PENTACHLOROETHANE,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PENTACHLOROETHANE,
39032,PENTACHLOROPHENOL,PCP,,B,SOC,UG/L,1.00000,0.00000,0.00000,0.20000,0.00000,PENTACHLOROPHENOL,P
A-031,PERCHLORATE,,,T,IO,UG/L,6.00000,0.00000,4.00000,4.00000,0.00000,PERCHLORATE,
C2800,PFOS + PFOA,,,X,XX,NG/L,70.00000,0.00000,0.00000,0.00000,0.00000,PFOS + PFOA,
C2801,PERFLUOROBUTANESULFONIC ACID (PFBS),(PFBS),,X,XX,NG/L,0.00000,0.00000,0.00000,90.00000,0.00000,PERFLUOROBUTANESULFONIC ACID (PFBS),
C2802,PERFLUOROHEPTANOIC ACID (PFHPA),(PFHPA),,X,XX,NG/L,0.00000,0.00000,0.00000,10.00000,0.00000,PERFLUOROHEPTANOIC ACID (PFHPA),
C2803,PERFLUOROHEXANE SULFONIC ACID (PFHXS),(PFHXS),,X,XX,NG/L,0.00000,0.00000,0.00000,30.00000,0.00000,PERFLUOROHEXANE SULFONIC ACID (PFHXS),
C2804,PERFLUORONONANOIC ACID (PFNA),(PFNA),,X,XX,NG/L,0.00000,0.00000,0.00000,20.00000,0.00000,PERFLUORONONANOIC ACID (PFNA),
C2806,PERFLUOROOCTANOIC ACID (PFOA),(PFOA),,NL,XX,NG/L,0.00000,14.00000,0.00000,20.00000,0.00000,PERFLUOROOCTANOIC ACID (PFOA),
C2805,PERFLUOROOCTYL SULFONATE (PFOS),(PFOS),,NL,XX,NG/L,0.00000,13.00000,0.00000,40.00000,0.00000,PERFLUOROOCTYL SULFONATE (PFOS),
79191,PERMETHRIN,AMBUSH,POUNCE,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERMETHRIN,
39034,PERTHANE,ETHYLAN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERTHANE,
00400,"PH, FIELD",,,T,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,"PH, FIELD",S
00403,"PH, LABORATORY",,,T,GP,,0.00000,0.00000,0.00000,0.00000,0.00000,"PH, LABORATORY",
34461,PHENANTHRENE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,PHENANTHRENE,
34694,PHENOL,CARBOLIC ACID,,B,XX,UG/L,0.00000,0.00000,4200.00000,5.00000,0.00000,PHENOL,
38870,PHORATE,RAMPART,,A,XX,UG/L,0.00000,0.00000,0.00000,0.20000,0.00000,PHORATE,
81291,PHOSALONE,ZOLONE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PHOSALONE,
39610,PHOSDIN,MEVINPHOS,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PHOSDIN,
78881,PHOSPHAMIDON,DIMECRON,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PHOSPHAMIDON,
00650,PHOSPHATE (AS PO4),,,T,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PHOSPHATE,
00660,"PHOSPHATE, ORTHO",ORTHO PHOSPHATE,,X,IO,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,"PHOSPHATE, ORTHO",
998-A,PHOSTOXIN,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PHOSTOXIN,
39720,PICLORAM,TORDON,,A,SOC,UG/L,500.00000,0.00000,1.00000,1.00000,0.00000,PICLORAM,P
A-011,P-ISOPROPYLTOLUENE,,,P,UB,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,P-ISOPROPYLTOLUENE,
A-057,POLYBROMINATED DIPHENYL ETHERS,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,POLYBROMINATED DIPHENYL ETHERS,
39516,"POLYCHLORINATED BIPHENYLS, TOTAL, AS DCB",TOTAL POLYCHLORINATEDBIPHENOLS,TOTAL PCBS,B,SOC,UG/L,0.50000,0.00000,0.00000,0.50000,0.00000,POLYCHLORINATED BIPHENYLS (TOT,P
00937,POTASSIUM,K,,T,XX,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,POTASSIUM,
38872,PROFLURALIN,TOLBAN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROFLURALIN,
39056,PROMETON,PROMITOL,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROMETON,
39057,PROMETRYN,CAPARO,,A,UB,UG/L,0.00000,0.00000,2.00000,2.00000,0.00000,PROMETRYN,
38533,PROPACHLOR,RAMROD,,NL,UC,UG/L,0.00000,90.00000,0.00000,0.50000,0.00000,PROPACHLOR,
39080,PROPAMIDE,KERB,TETRADIFON,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPAMIDE,
82358,PROPANE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPANE,
39037,PROPANIL,PROPANEX,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPANIL,
82065,PROPARGITE,,,A,XX,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPARGITE,
C2807,N-ETHYL PERFLUOROOCTANESULFONAMIDOACETIC ACID,,,,,,,,,,,N-ETHYL PERFLUOROOCTANESULFONAMIDOACETIC ACID,
C2808,N-METHYL PERFLUOROOCTANESULFONAMIDOACETIC ACID,,,,,,,,,,,N-METHYL PERFLUOROOCTANESULFONAMIDOACETIC ACID,
C2809,PERFLUORODECANOIC ACID (PFDA),(PFDA),,X,XX,NG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERFLUORODECANOIC ACID (PFDA),
C2810,PERFLUORODODECANOIC ACID (PFDoA),(PFDoA),,X,XX,NG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERFLUORODODECANOIC ACID (PFDoA),
C2811,PERFLUOROHEXANOIC ACID (PFHxA),(PFHxA),,X,XX,NG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERFLUOROHEXANOIC ACID (PFHxA),
C2812,PERFLUOROTETRADECANOIC ACID (PFTA),(PFTA),,X,XX,NG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERFLUOROTETRADECANOIC ACID (PFTA),
C2813,PERFLUOROTRIDECANOIC ACID (PFTrDA),(PFTrDA),,X,XX,NG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERFLUOROTRIDECANOIC ACID (PFTrDA),
39024,PROPAZINE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPAZINE,
39052,PROPHAM,IPC,ISOPROPYL CARBANILATE,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPHAM,
38537,PROPOXUR,BAYGON,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PROPOXUR,
R7500,PUBLIC NOTIFICATION RULE,,,,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,PUBLIC NOTIFICATION RULE,
78132,P-XYLENE,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.50000,1750.00000,P-XYLENE,
45609,PYRAMIN,CHLORIDAZON,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PYRAMIN,
34469,PYRENE,,,B,XX,UG/L,0.00000,0.00000,0.00000,5.00000,0.00000,PYRENE,
39930,PYRETHRINS,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PYRETHRINS,
A-080,RA-226 FOR CWS OR TOTAL RA FOR NTNC BY 903.0,,,R,RA,PCI/L,0.00000,0.00000,5.00000,1.00000,0.00000,RA-226 FOR CWS OR TOTAL RA FOR,
A-081,RA-226 OR TOTAL RA BY 903.0 C.E.,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,RA-226 OR TOTAL RA BY 903.0 C.,
09501,RADIUM 226,TOTAL RADIUM 226,,R,RA,PCI/L,0.00000,0.00000,0.00000,1.00000,0.00000,RADIUM 226,P
09502,RADIUM 226 COUNTING ERROR,TOT RADIUM 226 COUNTING ERROR,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,RADIUM 226 COUNTING ERROR,
A-074,RADIUM 226 MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,P
11501,RADIUM 228,TOTAL RADIUM 228,,R,RA,PCI/L,0.00000,0.00000,0.00000,1.00000,0.00000,RADIUM 228,P
11502,RADIUM 228 COUNTING ERROR,TOT RADIUM 228 COUNTING ERROR,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,RADIUM 228 COUNTING ERROR,
A-075,RADIUM 228 MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,P
A-082,"RADIUM, TOTAL, MDA95-NTNC ONLY, BY 903.0",,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,"RADIUM, TOTAL, MDA95-NTNC ONLY",P
82303,RADON 222,TOTAL RADON 222,,R,XX,PCI/L,0.00000,0.00000,0.00000,100.00000,0.00000,RADON 222,
82302,RADON 222 COUNTING ERROR,TOTAL RADON 222 COUNTING ERROR,,R,XX,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,RADON 222 COUNTING ERROR,
81364,"RDX (HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE)","HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE",,NL,XX,UG/L,0.00000,0.30000,0.00000,0.00000,0.00000,"RDX (HEXAHYDRO-1,3,5-TRINITRO-",
39357,RONNEL,FENCHLORPHOS,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,RONNEL,
39941,ROUND-UP,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ROUND-UP,
39040,"S,S,S-TRIBUTYLPHOSPHOROTRITHIOATE",DEF,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,"TRIBUTYLPHOSPHOROTRITHIOATE-S,",
77403,SALICYLIC ACID,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SALICYLIC ACID,
38542,SECBUMETON,SUMITOL,ETAZINE,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SECBUMETON,
77350,SEC-BUTYLBENZENE,,,NL,UB,UG/L,0.00000,260.00000,0.00000,0.50000,0.00000,SEC-BUTYLBENZENE,
01147,SELENIUM,SE,,T,IO,UG/L,50.00000,0.00000,50.00000,5.00000,10.00000,SELENIUM,P
38548,SIDURON,TUPERSAN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SIDURON,
00955,SILICA,,,T,XX,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SILICA,
01077,SILVER,AG,,T,IO,UG/L,100.00000,0.00000,100.00000,10.00000,0.00000,SILVER,S
39055,SIMAZINE,PRINCEP,,A,SOC,UG/L,4.00000,0.00000,1.00000,1.00000,10.00000,SIMAZINE,P
39054,SIMETRYN,SIMETRYNE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SIMETRYN,
00929,SODIUM,NA,,T,GP,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SODIUM,
00931,SODIUM ABSORPTION RATIO,,,T,XX,,0.00000,0.00000,0.00000,0.00000,0.00000,SODIUM ABSORPTION RATIO,
00726,SODIUM CHLORATE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SODIUM CHLORATE,
00010,SOURCE TEMPERATURE C,,,T,XX,C,0.00000,0.00000,0.00000,0.00000,0.00000,SOURCE TEMPERATURE C,
00095,SPECIFIC CONDUCTANCE,E.C.,,T,GP,US,1600.00000,0.00000,1600.00000,0.00000,0.00000,SPECIFIC CONDUCTANCE,
38877,STIROFOS,GARDONA,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,STIROFOS,
13501,STRONTIUM - 90,TOTAL STRONTIUM - 90,,R,RA,PCI/L,8.00000,0.00000,8.00000,2.00000,0.00000,STRONTIUM-90,
13502,STRONTIUM - 90 COUNTING ERROR,TOT STRONTIUM-90 COUNTING ERRO,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,STRONTIUM-90 COUNTING ERROR,
A-078,STRONTIUM - 90 MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,
77128,STYRENE,,,P,VOC,UG/L,100.00000,0.00000,0.00000,0.50000,0.00000,STYRENE,P
00945,SULFATE,SO4,,T,GP,MG/L,500.00000,0.00000,500.00000,0.50000,0.00000,SULFATE,S
00745,SULFIDE,,,T,XX,MG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SULFIDE,
A-005,SULFOMETURON METHYL,OUST,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SULFOMETURON METHYL,
38555,SWEP,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,SWEP,
45607,TEBUTHIURON,GRASLAN,SPIKE,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TEBUTHIURON,
39808,TEDION,TETRADIFON,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TEDION,
39620,TEPP,TETRAETHYLDIPHOSPHATE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TEPP,
38882,TERBACIL,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TERBACIL,
82088,TERBUFOS,,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TERBUFOS,
45612,TERBUFOS SULFONE,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TERBUFOS SULFONE,
38559,TERBUTHYLAZINE,GARDOPRIM,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TERBUTHYLAZINE,
38887,TERBUTRYN,IGRAN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TERBUTRYN,
A-034,TERT-AMYL-METHYL ETHER,TAME,,P,XX,UG/L,0.00000,0.00000,0.00000,3.00000,0.00000,TERT-AMYL-METHYL ETHER,
77035,TERT-BUTYL ALCOHOL,2-METHYL-2-PROPANOL,,NL,XX,UG/L,0.00000,12.00000,0.00000,2.00000,0.00000,TERT-BUTYL ALCOHOL,
77353,TERT-BUTYLBENZENE,,,NL,UB,UG/L,0.00000,260.00000,0.00000,0.50000,0.00000,TERT-BUTYLBENZENE,
A-047,TERTIARY BUTYL FORMATE (TBF),TBF,,P,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TERTIARY BUTYL FORMATE (TBF),
34475,TETRACHLOROETHYLENE,PCE,,P,VOC,UG/L,5.00000,0.00000,0.00000,0.50000,1.00000,TETRACHLOROETHYLENE,P
81849,TETRACHLOROPHENOL,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TETRACHLOROPHENOL,
01059,THALLIUM,,,T,IO,UG/L,2.00000,0.00000,2.00000,1.00000,0.00000,THALLIUM,P
A-001,THIOBENCARB,BOLERO,BENTHIOCARB,A,SOC,UG/L,70.00000,0.00000,1.00000,1.00000,70.00000,THIOBENCARB,
34010,TOLUENE,,,P,VOC,UG/L,150.00000,0.00000,0.00000,0.50000,0.00000,TOLUENE,P
78880,TOPSIN-MR,THIOPHANATE,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TOPSIN-MR,
70300,TOTAL DISSOLVED SOLIDS,TDS,TOTAL FILTERABLE RESIDUE,T,GP,MG/L,1000.00000,0.00000,1000.00000,0.00000,0.00000,TOTAL DISSOLVED SOLIDS,S
00680,TOTAL ORGANIC CARBON (TOC),TOC,,T,XX,MG/L,0.00000,0.00000,0.00000,0.30000,0.00000,TOTAL ORGANIC CARBON (TOC),
82080,TOTAL TRIHALOMETHANES,TTHM,THMS,TH,DBP,UG/L,80.00000,0.00000,80.00000,0.00000,0.00000,TOTAL TRIHALOMETHANES,P
39400,TOXAPHENE,,,B,SOC,UG/L,3.00000,0.00000,1.00000,1.00000,0.00000,TOXAPHENE,P
34546,"TRANS-1,2-DICHLOROETHYLENE",,,P,VOC,UG/L,10.00000,0.00000,0.00000,0.50000,10.00000,"DICHLOROETHYLENE-TRANS-1,2",P
34699,"TRANS-1,3-DICHLOROPROPENE",D-D,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,"DICHLOROPROPENE-TRANS-1,3",
82420,TRANS-PERMETHRIN,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,PERMETHRIN-TRANS,
38892,TRIADIMEFON,BAYLETON,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TRIADIMEFON,
A-043,TRIBROMOACETIC ACID (TBAA),TBAA,,P,,UG/L,0.00000,0.00000,0.00000,4.00000,0.00000,TRIBROMOACETIC ACID (TBAA),
82723,TRICHLOROACETIC ACID (TCAA),TCAA,,P,DBP,UG/L,0.00000,0.00000,0.00000,1.00000,0.00000,TRICHLOROACETIC ACID (TCAA),
39180,TRICHLOROETHYLENE,TCE,TRICHLOROETHENE,P,VOC,UG/L,5.00000,0.00000,0.00000,0.50000,1.00000,TRICHLOROETHYLENE,P
34488,TRICHLOROFLUOROMETHANE,FREON 11,,P,S1,UG/L,150.00000,0.00000,5.00000,5.00000,150.00000,TRICHLOROFLUOROMETHANE,
38897,TRICHLORONATE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TRICHLORONATE,
A-069,TRICLOSAN,,,X,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TRICLOSAN,
81284,TRIFLURALIN,TREFLAN,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,TRIFLURALIN,
78136,TRIMETHYL BENZENE,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.50000,0.00000,TRIMETHYL BENZENE,
07000,TRITIUM,TOTAL TRITIUM,,R,RA,PCI/L,20000.00000,0.00000,20000.00000,1000.00000,0.00000,TRITIUM,
07001,TRITIUM COUNTING ERROR,TOTAL TRITIUM COUNTING ERROR,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,TRITIUM COUNTING ERROR,
A-079,TRITIUM MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,
82078,"TURBIDITY, FIELD",,,T,XX,NTU,0.00000,0.00000,0.00000,0.10000,0.00000,"TURBIDITY, FIELD",P
82079,"TURBIDITY, LABORATORY",LAB TURBIDITY,,T,GP,NTU,5.00000,0.00000,5.00000,0.10000,0.00000,"TURBIDITY, LABORATORY",P
28012,URANIUM (PCI/L),NATURAL URANIUM,,R,RA,PCI/L,20.00000,0.00000,20.00000,1.00000,0.00000,URANIUM,P
A-028,URANIUM COUNTING ERROR,NATURAL URANIUM COUNTING ERROR,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,URANIUM COUNTING ERROR,
A-073,URANIUM MDA95,,,R,RA,PCI/L,0.00000,0.00000,0.00000,0.00000,0.00000,,
01087,VANADIUM,V,,NL,XX,UG/L,0.00000,50.00000,0.00000,3.00000,0.00000,VANADIUM,
A-003,VENDEX,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,VENDEX,
82200,VERNOLATE,VERNAM,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,VERNOLATE,
77057,VINYL ACETATE,,,B,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,VINYL ACETATE,
39175,VINYL CHLORIDE,VC,,P,VOC,UG/L,0.50000,0.00000,0.00000,0.50000,0.00000,VINYL CHLORIDE,P
81551,XYLENES (TOTAL),TOTAL XYLENES,,P,VOC,UG/L,1750.00000,0.00000,0.00000,0.50000,0.00000,XYLENES (TOTAL),P
01092,ZINC,ZN,,T,GP,UG/L,5000.00000,0.00000,5000.00000,50.00000,0.00000,ZINC,S
38912,ZINEB,,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ZINEB,
38917,ZIRAM,DITHIOCARBAMATE,,A,XX,UG/L,0.00000,0.00000,0.00000,3.00000,0.00000,ZIRAM,
81285,ZYTRON,DMPA,,A,XX,UG/L,0.00000,0.00000,0.00000,0.00000,0.00000,ZYTRON,
